0.193950279,13
0.194118501,2
0.268243545,5
0.290217462,30
0.290546442,7
0.298605762,66
0.300703013,6
0.308475079,24
0.310553251,24
0.313227393,184
0.318614083,28
0.325263158,54
0.32546974,216
0.326519768,63
0.334988995,10
0.341813936,3
0.348215083,15
0.350918253,18
0.353487558,5
0.368880599,23
0.368943133,9
0.371881123,113
0.373479739,16
0.380956664,154
0.383251018,59
0.384609405,4
0.386273832,25
0.393448113,8
0.394577912,1
0.396273124,62
0.396754766,9
0.398150892,26
0.39916831,84
0.402652153,75
0.410391384,19
0.411336978,30
0.412004438,16
0.416795587,34
0.417083148,7
0.419855213,17
0.427421704,18
0.429502482,15
0.432522273,24
0.432612038,20
0.433726111,53
0.443594284,18
0.444167206,92
0.445830965,9
0.447629169,50
0.451619584,114
0.455564769,36
0.456673364,81
0.461677963,76
0.462064957,11
0.463787958,17
0.464116178,2
0.465257492,30
0.466957564,32
0.466968826,1
0.467836711,101
0.467855839,56
0.46993013,51
0.472369036,2
0.483073263,56
0.484616826,5
0.485676387,5
0.486043701,104
0.486717452,182
0.487999333,1
0.48849589,73
0.490302128,3
0.492725476,9
0.496460695,224
0.499404322,21
0.501295157,28
0.503810596,9
0.504435305,39
0.504897263,35
0.505577624,3
0.506697406,64
0.506883892,9
0.510426433,9
0.511922687,17
0.513520131,18
0.51361232,163
0.515866468,28
0.518408527,21
0.518793567,34
0.519484639,1
0.532492481,38
0.532854694,17
0.533327315,27
0.53459547,92
0.536744871,52
0.538150245,138
0.541915126,60
0.543952586,37
0.546753112,2105
0.548715939,131
0.552748855,12
0.555076785,12
0.558785356,199
0.559950989,36
0.561957587,20
0.562549801,2
0.563357486,40
0.56437323,7
0.564417435,11
0.571205963,172
0.573008995,593
0.574105061,62
0.575040524,21
0.577874237,75
0.57801833,154
0.578728616,100
0.58362921,26
0.585019124,102
0.587810391,7
0.588018963,30
0.588301316,24
0.590616789,10
0.590776327,147
0.595889478,186
0.596303888,7
0.599188813,175
0.600366949,24
0.601096936,64
0.601445713,4
0.603362683,252
0.607354411,12
0.608045704,1
0.612780602,10
0.614584265,26
0.616405228,10
0.621585457,43
0.622825703,2
0.626098332,97
0.627568347,9
0.628181647,9
0.629507118,209
0.630597949,2
0.633954751,27
0.638298705,12
0.638386101,27
0.642243357,26
0.645596826,592
0.647725531,4
0.647775456,162
0.647850582,519
0.650890437,22
0.650988247,6
0.6539802,19
0.654649709,20
0.655128702,1
0.655805778,105
0.658831141,102
0.659758515,475
0.66084343,10
0.661139098,44
0.6615664,39
0.66206505,138
0.662479053,1
0.663066308,101
0.664677727,2
0.66553031,426
0.667432849,177
0.66805235,11
0.669418535,3
0.674870524,204
0.676221975,44
0.676564476,226
0.676666428,12
0.678711043,233
0.679039801,60
0.679220461,15
0.681137512,1319
0.682504647,16
0.682673638,39
0.682837745,65
0.685528742,4
0.686071561,52
0.686677601,1
0.689937378,11
0.690848184,3
0.69183175,41
0.693056548,13
0.694520296,12
0.695288768,17
0.695457169,41
0.69668091,1
0.697185351,156
0.702366009,49
0.702882428,86
0.703562242,78
0.705394919,54
0.707861789,11
0.719838334,52
0.721849548,33
0.730744855,123
0.738155384,56
0.74077429,56
0.742320785,127
0.744287946,33
0.74535132,50
0.747451357,14
0.75033541,56
0.754936432,18
0.755283332,14
0.757514914,16
0.76093326,188
0.762117056,4
0.769983899,27
0.781487317,13
0.782714195,39
0.782835577,14
0.790093369,119
0.793439087,2
0.79586466,38
0.798996978,101
0.799510338,69
0.802968389,15
0.806300926,332
0.81641903,16
0.817727299,113
0.829530706,9
0.854514486,18
0.864010558,81
0.888552306,5
0.906942205,19
